Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1.63754E+12,2021/11/21 23:00,BTCUSD,59135.91,59298.01,58591.27,58668.83,36.54476578
1.63753E+12,2021/11/21 22:00,BTCUSD,59532.17,59562.69,58960.99,59135.91,23.48663313
1.63753E+12,2021/11/21 21:00,BTCUSD,59672.86,59723.71,59434.91,59532.17,15.93452733
1.63752E+12,2021/11/21 20:00,BTCUSD,59362.75,59743.25,59334.16,59672.86,26.86899066
1.63752E+12,2021/11/21 19:00,BTCUSD,59501.25,59623.93,59273.94,59362.75,12.22621546
1.63752E+12,2021/11/21 18:00,BTCUSD,59511.02,59600,59351.18,59501.25,18.49999063
1.63751E+12,2021/11/21 17:00,BTCUSD,59919.45,60061.89,59494.37,59511.02,41.36917221
1.63751E+12,2021/11/21 16:00,BTCUSD,59286.74,59999.99,59200.53,59919.45,54.61588233
1.63751E+12,2021/11/21 15:00,BTCUSD,58969.63,59315.78,58868.4,59286.74,15.01872772
1.6375E+12,2021/11/21 14:00,BTCUSD,58893.7,59083.91,58765.53,58969.63,9.140278886
1.6375E+12,2021/11/21 13:00,BTCUSD,59116.51,59130.66,58872.7,58893.7,4.786785378
1.6375E+12,2021/11/21 12:00,BTCUSD,58770.56,59329.65,58723.85,59116.51,23.27308399
1.63749E+12,2021/11/21 11:00,BTCUSD,58865.06,59380.29,58607.83,58770.56,36.26204786
1.63749E+12,2021/11/21 10:00,BTCUSD,58939.77,59002.83,58557.45,58865.06,11.88223222
1.63749E+12,2021/11/21 9:00,BTCUSD,58793.61,58998.23,58766.32,58939.77,9.416630962
1.63748E+12,2021/11/21 8:00,BTCUSD,59041.85,59138.09,58720.58,58793.61,17.38212471
1.63748E+12,2021/11/21 7:00,BTCUSD,59250.73,59262.33,59031.86,59041.85,4.931432026
1.63747E+12,2021/11/21 6:00,BTCUSD,59062.65,59262.32,58915.16,59250.73,13.96569196
1.63747E+12,2021/11/21 5:00,BTCUSD,58657.15,59062.65,58627.58,59062.65,25.72031012
1.63747E+12,2021/11/21 4:00,BTCUSD,58741.06,58993.4,58635.88,58657.15,42.74305998
1.63746E+12,2021/11/21 3:00,BTCUSD,59106.25,59232.82,58623.82,58741.06,39.72705166
1.63746E+12,2021/11/21 2:00,BTCUSD,59377.6,59400,58774.16,59106.25,64.0268906
1.63746E+12,2021/11/21 1:00,BTCUSD,59411.05,59489.17,59307.58,59377.6,10.85009235
1.63745E+12,2021/11/21 0:00,BTCUSD,59770.47,59810.94,59365.59,59411.05,32.44213133
1.63745E+12,2021/11/20 23:00,BTCUSD,59760.36,59886.11,59566.58,59770.47,34.97945452
1.63745E+12,2021/11/20 22:00,BTCUSD,59668.35,59765.67,59563.64,59760.36,18.89613668
1.63744E+12,2021/11/20 21:00,BTCUSD,59474.04,59693.71,59426.97,59668.35,27.54931744
1.63744E+12,2021/11/20 20:00,BTCUSD,59478.54,59600.41,59367.08,59474.04,46.12829846
1.63743E+12,2021/11/20 19:00,BTCUSD,59470.81,59557.59,59295.86,59478.54,42.06742418
1.63743E+12,2021/11/20 18:00,BTCUSD,57975.65,59688.76,57898.34,59470.81,135.5825912
1.63743E+12,2021/11/20 17:00,BTCUSD,57840.89,58012.92,57667.86,57975.65,21.79633684
1.63742E+12,2021/11/20 16:00,BTCUSD,57672.63,57941.92,57442,57840.89,49.78006906
1.63742E+12,2021/11/20 15:00,BTCUSD,58416.84,58476.31,57566.61,57672.63,87.17185794
1.63742E+12,2021/11/20 14:00,BTCUSD,58532.93,58752.65,58395,58416.84,17.13036554
1.63741E+12,2021/11/20 13:00,BTCUSD,58630.59,58729.71,58448.56,58532.93,27.10048497
1.63741E+12,2021/11/20 12:00,BTCUSD,58686.91,58876.7,58544.01,58630.59,11.85740895
1.63741E+12,2021/11/20 11:00,BTCUSD,58542.84,58719.15,58476.7,58686.91,8.685886701
1.6374E+12,2021/11/20 10:00,BTCUSD,58559.74,58815.4,58437.1,58542.84,12.04451439
1.6374E+12,2021/11/20 9:00,BTCUSD,58541.91,58701.02,58458.53,58559.74,6.67108031
1.6374E+12,2021/11/20 8:00,BTCUSD,58467.47,58701.28,58408.43,58541.91,5.703949818
1.63739E+12,2021/11/20 7:00,BTCUSD,58711.13,58760.1,58425.87,58467.47,14.36000698
1.63739E+12,2021/11/20 6:00,BTCUSD,58497.03,58877.84,58396.82,58711.13,22.33797609
1.63738E+12,2021/11/20 5:00,BTCUSD,58568.65,58663.5,58287.46,58497.03,28.0712477
1.63738E+12,2021/11/20 4:00,BTCUSD,58596.83,58638.18,58436.11,58568.65,12.83442565
1.63738E+12,2021/11/20 3:00,BTCUSD,58853.96,58897.31,58520.43,58596.83,23.13308095
1.63737E+12,2021/11/20 2:00,BTCUSD,58883.87,59042,58819.42,58853.96,44.6652208
1.63737E+12,2021/11/20 1:00,BTCUSD,58305.33,58929.77,58256.7,58883.87,50.17363288
1.63737E+12,2021/11/20 0:00,BTCUSD,58121.99,58646.12,58010.07,58305.33,107.3930901
1.63736E+12,2021/11/19 23:00,BTCUSD,57835.9,58257.6,57787.2,58121.99,42.62314415
1.63736E+12,2021/11/19 22:00,BTCUSD,57866.87,58037.84,57768.51,57835.9,32.13300872
1.63736E+12,2021/11/19 21:00,BTCUSD,57837.71,57974.78,57594.22,57866.87,96.23838301
1.63735E+12,2021/11/19 20:00,BTCUSD,58118.19,58190.83,57771.47,57837.71,137.2243449
1.63735E+12,2021/11/19 19:00,BTCUSD,57963.4,58181.8,57770.27,58118.19,66.738753
1.63734E+12,2021/11/19 18:00,BTCUSD,58058.82,58146.29,57802.99,57963.4,75.80352356
1.63734E+12,2021/11/19 17:00,BTCUSD,58239.82,58400,58029.44,58058.82,90.73227377
1.63734E+12,2021/11/19 16:00,BTCUSD,57949.19,58300.45,57819.94,58239.82,100.4767307
1.63733E+12,2021/11/19 15:00,BTCUSD,58040.18,58242.7,57698.87,57949.19,72.68186242
1.63733E+12,2021/11/19 14:00,BTCUSD,57661.64,58127.93,57600,58040.18,103.7298445
1.63733E+12,2021/11/19 13:00,BTCUSD,56926.36,57750.94,56770.01,57661.64,100.5084954
1.63732E+12,2021/11/19 12:00,BTCUSD,57047.02,57386.99,56924.97,56926.36,55.7768681
1.63732E+12,2021/11/19 11:00,BTCUSD,56913.85,57200.07,56542.51,57047.02,38.45031706
1.63732E+12,2021/11/19 10:00,BTCUSD,57060.75,57086.89,56754.17,56913.85,29.61928104
1.63731E+12,2021/11/19 9:00,BTCUSD,57068.53,57531.63,57011.47,57060.75,26.55271329
1.63731E+12,2021/11/19 8:00,BTCUSD,56049.35,57401,56040.77,57068.53,71.04880753
1.63731E+12,2021/11/19 7:00,BTCUSD,56318.44,56449.99,55908.27,56049.35,26.37585129
1.6373E+12,2021/11/19 6:00,BTCUSD,56444.99,56479.05,56153.87,56318.44,21.12171167
1.6373E+12,2021/11/19 5:00,BTCUSD,56284.64,56518.81,56067,56444.99,28.466287
1.63729E+12,2021/11/19 4:00,BTCUSD,55911.16,56321.13,55856.95,56284.64,41.44903429
1.63729E+12,2021/11/19 3:00,BTCUSD,56085.4,56230.3,55647.73,55911.16,114.4603004
1.63729E+12,2021/11/19 2:00,BTCUSD,56695.74,56959.63,53760,56085.4,779.1073067
1.63728E+12,2021/11/19 1:00,BTCUSD,57518.29,57528.13,56638.07,56695.74,119.9539228
1.63728E+12,2021/11/19 0:00,BTCUSD,56911.87,57572.54,56697.75,57518.29,78.75855785
1.63728E+12,2021/11/18 23:00,BTCUSD,56605.29,57014.16,56500,56911.87,144.8631187
1.63727E+12,2021/11/18 22:00,BTCUSD,57593.02,57673.78,56525,56605.29,142.7707073
1.63727E+12,2021/11/18 21:00,BTCUSD,57992.94,58274.17,57426.92,57593.02,68.76468733
1.63727E+12,2021/11/18 20:00,BTCUSD,57948.73,58535.29,57600,57992.94,137.2342688
1.63726E+12,2021/11/18 19:00,BTCUSD,58036.07,58339.32,57784.02,57948.73,81.46419128
1.63726E+12,2021/11/18 18:00,BTCUSD,57557.99,58079.51,57518.56,58036.07,100.3328962
1.63725E+12,2021/11/18 17:00,BTCUSD,57317,58132.43,56609.49,57557.99,437.6348286
1.63725E+12,2021/11/18 16:00,BTCUSD,58090.56,58489.77,57200,57317,391.6610245
1.63725E+12,2021/11/18 15:00,BTCUSD,58921.68,59273.01,57688.88,58090.56,466.5015587
1.63724E+12,2021/11/18 14:00,BTCUSD,59215.03,59317.36,58790.3,58921.68,131.7187298
1.63724E+12,2021/11/18 13:00,BTCUSD,59126.38,59763.59,58789.5,59215.03,102.2902096
1.63724E+12,2021/11/18 12:00,BTCUSD,59216.12,59935.17,59019.38,59126.38,116.728196
1.63723E+12,2021/11/18 11:00,BTCUSD,59817.9,59963.34,59172.35,59216.12,57.5188103
1.63723E+12,2021/11/18 10:00,BTCUSD,59331.55,59840.51,59019.95,59817.9,81.1306046
1.63723E+12,2021/11/18 9:00,BTCUSD,59667.75,59745.36,59011.91,59331.55,134.8960382
1.63722E+12,2021/11/18 8:00,BTCUSD,59756.5,59839.64,59491.28,59667.75,35.61439876
1.63722E+12,2021/11/18 7:00,BTCUSD,59823.5,59880.36,59524.42,59756.5,77.23240535
1.63722E+12,2021/11/18 6:00,BTCUSD,59821.73,60046.41,59597.2,59823.5,53.76617122
1.63721E+12,2021/11/18 5:00,BTCUSD,59710.78,59931.97,59580,59821.73,89.14957045
1.63721E+12,2021/11/18 4:00,BTCUSD,59885.21,60106.3,59671.02,59710.78,55.48476591
1.6372E+12,2021/11/18 3:00,BTCUSD,60660.13,60692.96,59875.6,59885.21,102.1954926
1.6372E+12,2021/11/18 2:00,BTCUSD,60606.99,60770.95,60421.46,60660.13,45.46077825
1.6372E+12,2021/11/18 1:00,BTCUSD,60516.28,60976.25,60110.22,60606.99,88.75750681
1.63719E+12,2021/11/18 0:00,BTCUSD,60355.33,60745,60143.01,60516.28,70.38643513
1.63719E+12,2021/11/17 23:00,BTCUSD,59985.41,60487.19,59812.68,60355.33,49.83079261
1.63719E+12,2021/11/17 22:00,BTCUSD,60124.05,60133.45,59671.77,59985.41,53.61071879
1.63718E+12,2021/11/17 21:00,BTCUSD,60432.1,60436.96,59800,60124.05,73.7472518
1.63718E+12,2021/11/17 20:00,BTCUSD,60250.97,60608.35,60057.57,60432.1,71.16057669
1.63718E+12,2021/11/17 19:00,BTCUSD,60485.27,60691.3,60122.29,60250.97,62.32688246
1.63717E+12,2021/11/17 18:00,BTCUSD,60261.29,60655.21,60227.57,60485.27,55.24094653
1.63717E+12,2021/11/17 17:00,BTCUSD,60442.88,60497.99,60021.67,60261.29,64.51067882
1.63716E+12,2021/11/17 16:00,BTCUSD,59651.4,60471.09,59454.39,60442.88,81.80469947
1.63716E+12,2021/11/17 15:00,BTCUSD,59662.71,59820.48,59381.03,59651.4,81.3859907
1.63716E+12,2021/11/17 14:00,BTCUSD,60134.59,60340.5,59620.45,59662.71,110.8850805
1.63715E+12,2021/11/17 13:00,BTCUSD,60500.01,60615.7,60118.2,60134.59,31.0055289
1.63715E+12,2021/11/17 12:00,BTCUSD,60824.38,60831.3,60451.42,60500.01,49.63305006
1.63715E+12,2021/11/17 11:00,BTCUSD,60512.66,60831.3,60351.44,60824.38,93.49767791
1.63714E+12,2021/11/17 10:00,BTCUSD,58933.1,60601.06,58434.8,60512.66,170.6298384
1.63714E+12,2021/11/17 9:00,BTCUSD,59593.62,59593.62,58828.45,58933.1,72.03322387
1.63714E+12,2021/11/17 8:00,BTCUSD,59729.52,59992.34,59573.97,59593.62,67.68770683
1.63713E+12,2021/11/17 7:00,BTCUSD,59623.39,60127.47,59368.51,59729.52,68.1904733
1.63713E+12,2021/11/17 6:00,BTCUSD,59619.8,59806.37,59330.79,59623.39,41.49267813
1.63713E+12,2021/11/17 5:00,BTCUSD,59420.72,59856,59299.37,59619.8,85.81329618
1.63712E+12,2021/11/17 4:00,BTCUSD,59050.45,59517.82,58628.91,59420.72,103.5481508
1.63712E+12,2021/11/17 3:00,BTCUSD,59411.79,59791.3,58573,59050.45,147.47866
1.63711E+12,2021/11/17 2:00,BTCUSD,59378.52,59746.75,59087.79,59411.79,79.92542274
1.63711E+12,2021/11/17 1:00,BTCUSD,59769.21,60290.18,59250,59378.52,142.7102577
1.63711E+12,2021/11/17 0:00,BTCUSD,60121.66,60453.83,59524.79,59769.21,142.6742329
1.6371E+12,2021/11/16 23:00,BTCUSD,60627.51,60699.77,60098,60121.66,58.42954266
1.6371E+12,2021/11/16 22:00,BTCUSD,60498.53,61190.21,60418.36,60627.51,53.67164202
1.6371E+12,2021/11/16 21:00,BTCUSD,59754,60956.15,59693.31,60498.53,155.2341989
1.63709E+12,2021/11/16 20:00,BTCUSD,60285.7,60285.7,59158.2,59754,151.5037096
1.63709E+12,2021/11/16 19:00,BTCUSD,59968.68,60643.98,59817.9,60285.7,186.8094635
1.63709E+12,2021/11/16 18:00,BTCUSD,60513.89,60676.76,59968.68,59968.68,68.07781011
1.63708E+12,2021/11/16 17:00,BTCUSD,60681.05,60872.06,60272.22,60513.89,91.9558457
1.63708E+12,2021/11/16 16:00,BTCUSD,60733.76,60965.99,60413.04,60681.05,95.51140254
1.63707E+12,2021/11/16 15:00,BTCUSD,60953.41,61123.34,60626.65,60733.76,81.55334031
1.63707E+12,2021/11/16 14:00,BTCUSD,60582.87,61406.96,60518.91,60953.41,101.1285806
1.63707E+12,2021/11/16 13:00,BTCUSD,60080.66,60782.1,60055.36,60582.87,73.09454549
1.63706E+12,2021/11/16 12:00,BTCUSD,60618.34,60894.28,60057.88,60080.66,151.4547785
1.63706E+12,2021/11/16 11:00,BTCUSD,60243.64,60672.33,60127.89,60618.34,69.39943237
1.63706E+12,2021/11/16 10:00,BTCUSD,60218.38,60349.43,58614.21,60243.64,435.9285072
1.63705E+12,2021/11/16 9:00,BTCUSD,61021.8,61281.19,60186.48,60218.38,65.42277486
1.63705E+12,2021/11/16 8:00,BTCUSD,60828.69,61047.48,60621.89,61021.8,32.15191074
1.63705E+12,2021/11/16 7:00,BTCUSD,60887.78,61072.32,60468.75,60828.69,43.35785948
1.63704E+12,2021/11/16 6:00,BTCUSD,60984.46,61025.29,60330.94,60887.78,77.29317725
1.63704E+12,2021/11/16 5:00,BTCUSD,61255.84,61464.05,60837.48,60984.46,89.97787346
1.63704E+12,2021/11/16 4:00,BTCUSD,60944.13,61558.53,60406.29,61255.84,130.4553959
1.63703E+12,2021/11/16 3:00,BTCUSD,61670.92,61853.78,60503,60944.13,214.5670938
1.63703E+12,2021/11/16 2:00,BTCUSD,62153.93,62262.94,61551.37,61670.92,71.80403079
1.63702E+12,2021/11/16 1:00,BTCUSD,62562.69,62634.36,61082.67,62153.93,415.7944801
1.63702E+12,2021/11/16 0:00,BTCUSD,63623.17,63623.17,62515,62562.69,130.9803888
1.63702E+12,2021/11/15 23:00,BTCUSD,63950.59,63999.02,63498.55,63623.17,38.06812051
1.63701E+12,2021/11/15 22:00,BTCUSD,63923.33,64034.3,63448.86,63950.59,46.13766521
1.63701E+12,2021/11/15 21:00,BTCUSD,63907.14,64025.97,63363,63923.33,84.42184923
1.63701E+12,2021/11/15 20:00,BTCUSD,64259.4,64259.4,63806.48,63907.14,59.8974997
1.637E+12,2021/11/15 19:00,BTCUSD,63824.59,64313.71,63666,64259.4,82.66632842
1.637E+12,2021/11/15 18:00,BTCUSD,64037.89,64175.46,63650,63824.59,71.98794535
1.637E+12,2021/11/15 17:00,BTCUSD,64255.83,64433.61,64034.87,64037.89,41.14096983
1.63699E+12,2021/11/15 16:00,BTCUSD,64325.39,64431.78,63915.56,64255.83,90.83342921
1.63699E+12,2021/11/15 15:00,BTCUSD,64877.86,64899.22,64250,64325.39,111.4807737
1.63698E+12,2021/11/15 14:00,BTCUSD,65514.45,65514.5,64777,64877.86,76.23581574
1.63698E+12,2021/11/15 13:00,BTCUSD,65694.27,65792.91,65389.99,65514.45,39.3303402
1.63698E+12,2021/11/15 12:00,BTCUSD,65713.8,65949.21,65568.86,65694.27,19.6775141
1.63697E+12,2021/11/15 11:00,BTCUSD,65978.99,65978.99,65660.99,65713.8,8.656287206
1.63697E+12,2021/11/15 10:00,BTCUSD,65996.67,66070.59,65761.07,65978.99,6.153943097
1.63697E+12,2021/11/15 9:00,BTCUSD,65751.13,66340.74,65716.91,65996.67,53.59263067
1.63696E+12,2021/11/15 8:00,BTCUSD,65626.25,65851.26,65272.03,65751.13,53.73543581
1.63696E+12,2021/11/15 7:00,BTCUSD,65711.38,65767.05,65527.58,65626.25,8.367991896
1.63696E+12,2021/11/15 6:00,BTCUSD,65732.3,65856.74,65647.91,65711.38,9.462997653
1.63695E+12,2021/11/15 5:00,BTCUSD,65809.31,65931.22,65729.55,65732.3,18.09521129
1.63695E+12,2021/11/15 4:00,BTCUSD,65744.18,65875.88,65733.27,65809.31,37.71215215
1.63695E+12,2021/11/15 3:00,BTCUSD,65709.43,65880.96,65621.44,65744.18,19.05935731
1.63694E+12,2021/11/15 2:00,BTCUSD,65922.07,65967.27,65681.65,65709.43,16.53916203
1.63694E+12,2021/11/15 1:00,BTCUSD,65875.89,65944.01,65543.97,65922.07,27.65400238
1.63693E+12,2021/11/15 0:00,BTCUSD,65499.99,66200,65499.99,65875.89,70.25505738
